CSV Report,5_07_2023_Gruppe1.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00
Averaging Time (s),.2
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),20.0
Return (°C),20.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,1
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,0.5,5.0,80.0,0.00

SAMPLES
Name,100_mM_K+_260.00nm_20.0-80.0C,,10_mM_K+_260.00nm_20.0-80.0C,,1_mM_K+_260.00nm_20.0-80.0C,,0_mM_K+_260.00nm_20.0-80.0C,
,51,0.197558756253181,51,0.19233400439894,51,0.22143018337452,51,0.249859782502522
,51.5,0.197507897741199,51.5,0.19430307816809,51.5,0.222948639126313,51.5,0.25106081125339
,52,0.197643963421316,52,0.196516609803187,52,0.224186761412246,52,0.252084463533717
,52.5,0.197794031443143,52.5,0.199004209258966,52.5,0.225223769813192,52.5,0.252983242478158
,53,0.197993003804799,53,0.202064521328276,53,0.226173919267617,53,0.253564956376492
,53.5,0.19817361804127,53.5,0.204915814932223,53.5,0.22672854991977,53.5,0.254139343640271
,54,0.198418012484627,54,0.207862290800495,54,0.227281273722983,54,0.25455210954511
,54.5,0.198669482284511,54.5,0.210707711364742,54.5,0.227689709139147,54.5,0.254890658679978
,55,0.198889162007962,55,0.213314496560262,55,0.228024466651701,55,0.25523500654239
,55.5,0.199140123233289,55.5,0.215813702965322,55.5,0.228300787121678,55.5,0.255378235916779
,56,0.199418722398913,56,0.217751026878124,56,0.228538757288059,56,0.255648935408319
,56.5,0.199749934344482,56.5,0.219528361422585,56.5,0.228737966616845,56.5,0.255756699051168
,57,0.200048854217769,57,0.220808962647629,57,0.228881263604496,57,0.255891344559142
,57.5,0.200386383095221,57.5,0.221833870600572,57.5,0.228998555561314,57.5,0.256018596422298
,58,0.200791230510096,58,0.222594507331899,58,0.229104677607564,58,0.256137652134197
,58.5,0.201216095302597,58.5,0.223239271670789,58.5,0.229173562161818,58.5,0.256260938766479
,59,0.201703290203262,59,0.223752710682599,59,0.229341265626353,59,0.256368731610479
,59.5,0.202152346594208,59.5,0.224106610823836,59.5,0.229409701588143,59.5,0.256497663665543
,60,0.202768323904605,60,0.224395025532595,60,0.229530587533611,60,0.25658414753795
,60.5,0.203329039017448,60.5,0.22466040085622,60.5,0.229601417909937,60.5,0.256656711521388
,61,0.203994103435463,61,0.2249066228173,61,0.22967661622079,61,0.256752436366134
,61.5,0.204744251140432,61.5,0.225030803209846,61.5,0.229785400764594,61.5,0.256847324119916
,62,0.205714660345028,62,0.225157882686031,62,0.229887237955136,62,0.256982929390089
,62.5,0.206727970550391,62.5,0.22531533994447,62.5,0.229950149453234,62.5,0.257135438661682
,63,0.207879008743163,63,0.225423130526646,63,0.230024411594739,63,0.257177053825702
,63.5,0.20943521270981,63.5,0.225577532870327,63.5,0.230154041209174,63.5,0.257278985005811
,64,0.211090051089765,64,0.225710482776045,64,0.230261452827907,64,0.257383049524027
,64.5,0.213011123221772,64.5,0.225811742845979,64.5,0.230352207457728,64.5,0.257510360092044
,65,0.21517039103194,65,0.225980308623404,65,0.230467394142902,65,0.257658605024156
,65.5,0.217783056252353,65.5,0.226031740842229,65.5,0.230534695020713,65.5,0.257701854166625
,66,0.220433689251807,66,0.226117984533826,66,0.230627575810708,66,0.257842464194939
,66.5,0.223196815297258,66.5,0.22629249172713,66.5,0.230755252566031,66.5,0.258103842887825
,67,0.225995415570899,67,0.226395841426816,67,0.230857751583916,67,0.258157195697548
,67.5,0.229018534430447,67.5,0.226510938573006,67.5,0.230932461375833,67.5,0.258185802481842
,68,0.231609179638509,68,0.226624748534135,68,0.231016100411223,68,0.258302121768614
,68.5,0.234187097308368,68.5,0.226778681939624,68.5,0.231102646633561,68.5,0.258387824946928
,69,0.236222066005793,69,0.226889114513342,69,0.23122132521246,69,0.258499265814522
,69.5,0.237980190680426,69.5,0.226880679405412,69.5,0.231316513040487,69.5,0.258620757006683
,70,0.239566859538276,70,0.226941522615473,70,0.231387701052762,70,0.25873698287821
,70.5,0.24077613105336,70.5,0.227073739292581,70.5,0.231516683234376,70.5,0.258835407432139
,71,0.24185687576172,71,0.227170442182148,71,0.231614627189125,71,0.258961129039859
,71.5,0.242599737168937,71.5,0.227257194103262,71.5,0.231692548908059,71.5,0.259041583641315
,72,0.243130881775008,72,0.227370716920325,72,0.231788154291583,72,0.259162841120377
,72.5,0.243761616114777,72.5,0.227541843505208,72.5,0.231895706993577,72.5,0.259317912397414
,73,0.24418354808886,73,0.227624371867432,73,0.231962243411991,73,0.259430351933297
,73.5,0.244543515138881,73.5,0.227646736547284,73.5,0.232038325959573,73.5,0.25952432537232
,74,0.244863721968917,74,0.227719679578895,74,0.232180862313734,74,0.259648544537319
,74.5,0.245092124344385,74.5,0.22781711363315,74.5,0.232326627632257,74.5,0.25968722233646
,75,0.245319358617121,75,0.22790734593839,75,0.232415812827364,75,0.259847851414036
,75.5,0.245505414395077,75.5,0.228009664032274,75.5,0.232464077255495,75.5,0.259987657175391
,76,0.24568035279015,76,0.228106488208772,76,0.232575962864871,76,0.260069741271896
,76.5,0.245847587829907,76.5,0.228212839223111,76.5,0.232673931220903,76.5,0.260156377632279
,77,0.24595168116875,77,0.228316513835606,77,0.232759889483645,77,0.260240598587012
,77.5,0.246094220321757,77.5,0.228387583399399,77.5,0.232854759227999,77.5,0.260362028590735
,78,0.246276421357329,78,0.228607256322984,78,0.232998247522248,78,0.260489911003357
,78.5,0.24646409901313,78.5,0.228774067766313,78.5,0.233121239602159,78.5,0.260616337971434
,79,0.246594502640372,79,0.228695078314291,79,0.233212452232004,79,0.260809256368079
,79.5,0.246687279023657,79.5,0.228834991049055,79.5,0.233310177376076,79.5,0.26089499837478
,79.6999969482422,0.2467041418609,79.6999969482422,0.228912655994109,79.6999969482422,0.233343294648846,79.6999969482422,0.260848608399918
