	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	gi	file_name	Sample	bg in mM	[Buffer] in mM	Monovalent Ion	Concentration	Concentration Unit	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
370	19	4.15 mM KCl	400.0	90.0	21.0	2	Cooling	371	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
371	20	4.15 mM KCl	400.0	21.0	90.0	2	Heating	372	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
372	21	1.66 mM KCl	400.0	90.0	21.0	1	Cooling	373	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
373	22	1.66 mM KCl	400.0	21.0	90.0	1	Heating	374	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
374	23	1.66 mM KCl	400.0	90.0	21.0	2	Cooling	375	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
375	24	1.66 mM KCl	400.0	21.0	90.0	2	Heating	376	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM																	
376	25	0.8 mM KCl	400.0	90.0	21.0	1	Cooling	377	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
377	26	0.8 mM KCl	400.0	21.0	90.0	1	Heating	378	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
378	27	0.8 mM KCl	400.0	90.0	21.0	2	Cooling	379	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
379	28	0.8 mM KCl	400.0	21.0	90.0	2	Heating	380	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM																	
380	29	0.08 mM KCl	400.0	90.0	21.0	1	Cooling	381	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
381	30	0.08 mM KCl	400.0	21.0	90.0	1	Heating	382	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
382	31	0.08 mM KCl	400.0	90.0	21.0	2	Cooling	383	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
383	32	0.08 mM KCl	400.0	21.0	90.0	2	Heating	384	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM																	
384	1	516 mM NaCl	260.0	90.0	21.0	1	Cooling	385	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
385	2	516 mM NaCl	260.0	21.0	90.0	1	Heating	386	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
386	3	516 mM NaCl	260.0	90.0	21.0	2	Cooling	387	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
387	4	516 mM NaCl	260.0	21.0	90.0	2	Heating	388	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
388	5	116 mM NaCl	260.0	90.0	21.0	1	Cooling	389	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
389	6	116 mM NaCl	260.0	21.0	90.0	1	Heating	390	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
390	7	116 mM NaCl	260.0	90.0	21.0	2	Cooling	391	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
391	8	116 mM NaCl	260.0	21.0	90.0	2	Heating	392	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
392	9	66 mM NaCl	260.0	90.0	21.0	1	Cooling	393	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
393	10	66 mM NaCl	260.0	21.0	90.0	1	Heating	394	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
394	11	66 mM NaCl	260.0	90.0	21.0	2	Cooling	395	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
395	12	66 mM NaCl	260.0	21.0	90.0	2	Heating	396	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
396	13	41 mM NaCl	260.0	90.0	21.0	1	Cooling	397	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
397	14	41 mM NaCl	260.0	21.0	90.0	1	Heating	398	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
398	15	41 mM NaCl	260.0	90.0	21.0	2	Cooling	399	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
399	16	41 mM NaCl	260.0	21.0	90.0	2	Heating	400	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
400	17	516 mM NaCl	400.0	90.0	21.0	1	Cooling	401	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
401	18	516 mM NaCl	400.0	21.0	90.0	1	Heating	402	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
402	19	516 mM NaCl	400.0	90.0	21.0	2	Cooling	403	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
403	20	516 mM NaCl	400.0	21.0	90.0	2	Heating	404	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	516.0	mM																	
404	21	116 mM NaCl	400.0	90.0	21.0	1	Cooling	405	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
405	22	116 mM NaCl	400.0	21.0	90.0	1	Heating	406	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
406	23	116 mM NaCl	400.0	90.0	21.0	2	Cooling	407	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
407	24	116 mM NaCl	400.0	21.0	90.0	2	Heating	408	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	116.0	mM																	
408	25	66 mM NaCl	400.0	90.0	21.0	1	Cooling	409	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
409	26	66 mM NaCl	400.0	21.0	90.0	1	Heating	410	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
410	27	66 mM NaCl	400.0	90.0	21.0	2	Cooling	411	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
411	28	66 mM NaCl	400.0	21.0	90.0	2	Heating	412	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	66.0	mM																	
412	29	41 mM NaCl	400.0	90.0	21.0	1	Cooling	413	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
413	30	41 mM NaCl	400.0	21.0	90.0	1	Heating	414	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
414	31	41 mM NaCl	400.0	90.0	21.0	2	Cooling	415	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
415	32	41 mM NaCl	400.0	21.0	90.0	2	Heating	416	2023-09-21_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	41.0	mM																	
416	1	26 mM NaCl	260.0	90.0	21.0	1	Cooling	417	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
417	2	26 mM NaCl	260.0	21.0	90.0	1	Heating	418	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
418	3	26 mM NaCl	260.0	90.0	21.0	2	Cooling	419	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
419	4	26 mM NaCl	260.0	21.0	90.0	2	Heating	420	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
420	5	21 mM NaCl	260.0	90.0	21.0	1	Cooling	421	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
421	6	21 mM NaCl	260.0	21.0	90.0	1	Heating	422	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
422	7	21 mM NaCl	260.0	90.0	21.0	2	Cooling	423	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
423	8	21 mM NaCl	260.0	21.0	90.0	2	Heating	424	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
424	9	17 mM NaCl	260.0	90.0	21.0	1	Cooling	425	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
425	10	17 mM NaCl	260.0	21.0	90.0	1	Heating	426	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
426	11	17 mM NaCl	260.0	90.0	21.0	2	Cooling	427	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
427	12	17 mM NaCl	260.0	21.0	90.0	2	Heating	428	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
428	13	8.3 mM NaCl	260.0	90.0	21.0	1	Cooling	429	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
429	14	8.3 mM NaCl	260.0	21.0	90.0	1	Heating	430	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
430	15	8.3 mM NaCl	260.0	90.0	21.0	2	Cooling	431	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
431	16	8.3 mM NaCl	260.0	21.0	90.0	2	Heating	432	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
432	17	26 mM NaCl	400.0	90.0	21.0	1	Cooling	433	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
433	18	26 mM NaCl	400.0	21.0	90.0	1	Heating	434	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
434	19	26 mM NaCl	400.0	90.0	21.0	2	Cooling	435	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
435	20	26 mM NaCl	400.0	21.0	90.0	2	Heating	436	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	26.0	mM																	
436	21	21 mM NaCl	400.0	90.0	21.0	1	Cooling	437	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
437	22	21 mM NaCl	400.0	21.0	90.0	1	Heating	438	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
438	23	21 mM NaCl	400.0	90.0	21.0	2	Cooling	439	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
439	24	21 mM NaCl	400.0	21.0	90.0	2	Heating	440	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	21.0	mM																	
440	25	17 mM NaCl	400.0	90.0	21.0	1	Cooling	441	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
441	26	17 mM NaCl	400.0	21.0	90.0	1	Heating	442	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
442	27	17 mM NaCl	400.0	90.0	21.0	2	Cooling	443	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
443	28	17 mM NaCl	400.0	21.0	90.0	2	Heating	444	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	17.0	mM																	
444	29	8.3 mM NaCl	400.0	90.0	21.0	1	Cooling	445	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
445	30	8.3 mM NaCl	400.0	21.0	90.0	1	Heating	446	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
446	31	8.3 mM NaCl	400.0	90.0	21.0	2	Cooling	447	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
447	32	8.3 mM NaCl	400.0	21.0	90.0	2	Heating	448	2023-09-24_RNA_melting_NaCl.csv	RNA	16.0	20.0	Na(I)	8.3	mM																	
448	1	4.15 mM NaCl	260.0	90.0	21.0	1	Cooling	449	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
449	2	4.15 mM NaCl	260.0	21.0	90.0	1	Heating	450	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
450	3	4.15 mM NaCl	260.0	90.0	21.0	2	Cooling	451	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
451	4	4.15 mM NaCl	260.0	21.0	90.0	2	Heating	452	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
452	5	1.66 mM NaCl	260.0	90.0	21.0	1	Cooling	453	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
453	6	1.66 mM NaCl	260.0	21.0	90.0	1	Heating	454	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
454	7	1.66 mM NaCl	260.0	90.0	21.0	2	Cooling	455	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
455	8	1.66 mM NaCl	260.0	21.0	90.0	2	Heating	456	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
456	9	0.8 mM NaCl	260.0	90.0	21.0	1	Cooling	457	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
457	10	0.8 mM NaCl	260.0	21.0	90.0	1	Heating	458	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
458	11	0.8 mM NaCl	260.0	90.0	21.0	2	Cooling	459	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
459	12	0.8 mM NaCl	260.0	21.0	90.0	2	Heating	460	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
460	13	0.08 mM NaCl	260.0	90.0	21.0	1	Cooling	461	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
461	14	0.08 mM NaCl	260.0	21.0	90.0	1	Heating	462	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
462	15	0.08 mM NaCl	260.0	90.0	21.0	2	Cooling	463	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
463	16	0.08 mM NaCl	260.0	21.0	90.0	2	Heating	464	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
464	17	4.15 mM NaCl	400.0	90.0	21.0	1	Cooling	465	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
465	18	4.15 mM NaCl	400.0	21.0	90.0	1	Heating	466	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
466	19	4.15 mM NaCl	400.0	90.0	21.0	2	Cooling	467	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
467	20	4.15 mM NaCl	400.0	21.0	90.0	2	Heating	468	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	4.15	mM																	
468	21	1.66 mM NaCl	400.0	90.0	21.0	1	Cooling	469	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
469	22	1.66 mM NaCl	400.0	21.0	90.0	1	Heating	470	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
470	23	1.66 mM NaCl	400.0	90.0	21.0	2	Cooling	471	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
471	24	1.66 mM NaCl	400.0	21.0	90.0	2	Heating	472	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	1.66	mM																	
472	25	0.8 mM NaCl	400.0	90.0	21.0	1	Cooling	473	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
473	26	0.8 mM NaCl	400.0	21.0	90.0	1	Heating	474	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
474	27	0.8 mM NaCl	400.0	90.0	21.0	2	Cooling	475	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
475	28	0.8 mM NaCl	400.0	21.0	90.0	2	Heating	476	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.8	mM																	
476	29	0.08 mM NaCl	400.0	90.0	21.0	1	Cooling	477	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
477	30	0.08 mM NaCl	400.0	21.0	90.0	1	Heating	478	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
478	31	0.08 mM NaCl	400.0	90.0	21.0	2	Cooling	479	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
479	32	0.08 mM NaCl	400.0	21.0	90.0	2	Heating	480	2023-11-01_RNA_melting_HEPES_NaCl.csv	RNA	0.0	0.0	Na(I)	0.08	mM																	
480	1	10 mM EDTA	260.0	90.0	21.0	1	Cooling	481	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM	319.2799992370379	0.0015755533773990362	0.03999999999996362	324.4325515373505	0.1590916595583308	-188670.62218108145	5118.653993707488	0.001291810596166153	7.396907845179309e-06	-0.08570244393857368	0.0022311929953251273	0.0008947642367053644	7.228464841376726e-06	0.05022405093645693	0.0024690761383101326	-581.5403580406778	16.062420955217824
481	2	10 mM EDTA	260.0	21.0	90.0	1	Heating	482	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM	322.19999999997447	0.001715871305240825	0.03999999999996362	326.3868059404235	0.8692734815382286	-192072.2007259161	28117.436000441736	0.001290345098586276	3.622788861872552e-05	-0.0875312579365773	0.010969180622599464	0.0009887727836697014	6.789067739808133e-05	0.02080787798163727	0.023318862186815444	-588.4802854468808	87.71490080458247
482	3	10 mM EDTA	260.0	90.0	21.0	2	Cooling	483	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM	319.5099992370377	0.0016201831477310124	0.07999999999992724	323.9541184257323	0.2243593894855	-198295.92975090432	8021.5605052420515	0.0013381988476058638	1.0670369348915103e-05	-0.08934102643242287	0.003223304017013375	0.0009800865442114027	1.0083972903305573e-05	0.03384961499933257	0.00344166089198587	-612.1111554763716	25.185336213752905
483	4	10 mM EDTA	260.0	21.0	90.0	2	Heating	484	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM	322.75999999997396	0.0017361741646538741	0.03999999999996362	326.63650554799125	0.7545134650963047	-203840.92697898322	27785.4021792945	0.0013683611263869662	2.9609050784238892e-05	-0.1006908985653952	0.008981862540167912	0.0010057056371572208	5.359137832593833e-05	0.026223361665670613	0.018357256627266984	-624.0604571647726	86.50675511561246
484	5	5 mM EDTA	260.0	90.0	21.0	1	Cooling	485	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM	317.88999923703915	0.0013236463776751858	0.05999999999994543	325.4264766220241	0.20136490304052276	-202368.063725029	6408.311398834178	0.001124409019708983	7.285158929198167e-06	-0.050818226428068124	0.002203517663603765	0.0005910870087517967	6.9979738323435054e-06	0.12756217967957986	0.002377375688670208	-621.8549450113587	20.076827267899954
485	6	5 mM EDTA	260.0	21.0	90.0	1	Heating	486	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM	322.11999999997454	0.0014330802136603901	0.03999999999996362	326.9045137076431	0.12384655844202336	-243964.57923048857	6388.595586564444	0.0011780931496986524	3.7152137784911976e-06	-0.06963718838568121	0.0011329689678677402	0.000769872025097689	6.1057397106723545e-06	0.06910285103973099	0.002078419991322594	-746.2869706616248	19.825424207164996
486	7	5 mM EDTA	260.0	90.0	21.0	2	Cooling	487	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM	319.44999923703773	0.001320844803101358	0.009999999999990905	325.828289041899	0.21942955729708888	-201764.98472369718	6833.8831346206525	0.001125837164333439	7.141061061168966e-06	-0.051751739732541276	0.002160448591225163	0.000601329505236792	7.188818379707038e-06	0.12336909734161716	0.00244147596600291	-619.2371611347465	21.390905287091567
487	8	5 mM EDTA	260.0	21.0	90.0	2	Heating	488	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM	321.87999999997476	0.0013850006748895936	0.01999999999998181	326.7188018061715	0.1770068537720039	-236395.81833111602	8629.887521509761	0.00116252513471234	4.5718996132439205e-06	-0.06578264278345508	0.0013924086721346482	0.0008050337412726067	6.854054790119639e-06	0.05529520679018235	0.0023318745070415744	-723.5451924537839	26.805803434549794
488	9	1 mM EDTA	260.0	90.0	21.0	1	Cooling	489	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM	318.9099992370382	0.001370911107401391	0.029999999999972715	325.14213497897396	0.2325217591592518	-239430.12754794862	8970.235209264447	0.0011734769790768419	7.155812651257763e-06	-0.010151276572857713	0.002174628863538028	0.0005517485470000827	5.927758964342777e-06	0.19536298103810634	0.00200235872743155	-736.386034874969	28.11527637322377
489	10	1 mM EDTA	260.0	21.0	90.0	1	Heating	490	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM	322.23999999997443	0.0014850371524963793	0.01999999999998181	328.6722574534617	0.18837277155013568	-231441.67635028626	8479.313773935986	0.0012066785207336032	5.912329035491701e-06	-0.02308718560500418	0.0018029839423747724	0.0005993942605666175	1.2235362974736294e-05	0.18229343900172862	0.004165817329497574	-704.1716211264262	26.202273963064652
490	11	1 mM EDTA	260.0	90.0	21.0	2	Cooling	491	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM	318.059999237039	0.001405651302692812	0.05999999999994543	326.0112835538872	0.35750027573015647	-193183.39529182707	9017.116517862753	0.0012034194577152813	1.2269504956275235e-05	-0.006608103020420627	0.0037065337065980146	0.0005420750158099419	1.2173565683550609e-05	0.21295977261051183	0.004135867491730955	-592.5665921311441	28.30871108917504
491	12	1 mM EDTA	260.0	21.0	90.0	2	Heating	492	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM	321.7199999999749	0.0015088216008553538	0.009999999999990905	327.2600415712757	0.9735590439886121	-208020.09254165195	37570.755570893496	0.001238279575025231	3.185293892268197e-05	-0.019927218052724547	0.009665761350549529	0.0007718213674416569	5.027432125451464e-05	0.13826113382481453	0.017140833160042848	-635.6415880865986	116.69493777593675
492	13	0 mM EDTA	260.0	90.0	21.0	1	Cooling	493	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM	319.11999923703803	0.0013827430348424994	0.01999999999998181	327.00775549388385	0.36068522418965876	-219927.21210091515	11024.38330338153	0.0012002819680975423	9.812266705176834e-06	0.016373350621573916	0.0029804365178107213	0.00048178330527802433	1.1190587913084148e-05	0.2536654898273107	0.0037913394282309953	-672.5443308485341	34.45471832652558
493	14	0 mM EDTA	260.0	21.0	90.0	1	Heating	494	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM	322.01999999997463	0.0014778602352829271	0.009999999999990905	327.9468558802775	0.24708469261084146	-313662.18692458543	19618.195001337986	0.0012623831938620128	6.0079532113286095e-06	-0.00554537086584278	0.0018452957461509247	0.0006950711861182403	1.0013940252335067e-05	0.18408310187747054	0.0033888738084792342	-956.4421225587023	60.541873944474375
494	15	0 mM EDTA	260.0	90.0	21.0	2	Cooling	495	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM	320.0299992370372	0.0014657005688141292	0.03999999999996362	328.58462268631126	0.3145263521427425	-224737.50138524937	10321.631057437913	0.0013014789867900533	7.404102517900141e-06	-0.004453024628052336	0.0022543655674280233	0.0005560116268224193	1.1166873940628644e-05	0.24196507660493238	0.003784606842302643	-683.9562349203381	32.067091974330694
495	16	0 mM EDTA	260.0	21.0	90.0	2	Heating	496	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	0.0	mM	323.30999999997346	0.0015136170334858997	0.009999999999990905	329.98091260434455	0.6046477853972158	-401972.98366451374	70759.08118732276	0.0013798423017388995	6.891944882408257e-06	-0.0313620131325236	0.002132602502238526	0.0008514392394264929	1.3630989493722114e-05	0.1441083326897565	0.004606582007163501	-1218.1704101972998	216.66600247817988
496	17	10 mM EDTA	400.0	90.0	21.0	1	Cooling	497	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
497	18	10 mM EDTA	400.0	21.0	90.0	1	Heating	498	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
498	19	10 mM EDTA	400.0	90.0	21.0	2	Cooling	499	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
499	20	10 mM EDTA	400.0	21.0	90.0	2	Heating	500	2023-11-08_RNA_melting_EDTA_HEPES_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
